"CHEMBL7781","test",115.7885,41.49,445.044418692,2,2,3,2
"CHEMBL273658","test",108.0885,41.49,367.133906624,2,2,3,2
"CHEMBL415309","test",118.0567,30.49,373.204179104,4,1,3,2
"CHEMBL267231","test",108.0457,30.49,383.169685416,4,1,3,2
"CHEMBL8007","test",106.4237,21.26,351.138992004,2,1,2,2
"CHEMBL7987","test",112.9757,30.49,381.149556688,3,1,3,2
"CHEMBL7988","test",107.9237,30.49,365.179107228,3,1,3,2
"CHEMBL266282","test",107.9657,30.49,347.18852904,3,1,3,2
"CHEMBL7655","test",112.7027,30.49,361.204179104,3,1,3,2
"CHEMBL7817","test",115.6657,30.49,425.099041108,3,1,3,2
"CHEMBL8637","test",113.8885,50.72,377.199093724,4,2,4,2
"CHEMBL8639","test",101.4137,21.26,317.177964356,2,1,2,2
"CHEMBL8055","test",119.0737,63.51,402.194342692,5,1,5,2
"CHEMBL7843","test",119.3052,56.79,405.194008344,5,1,5,2
"CHEMBL266488","test",122.2937,39.72,401.199093724,5,1,4,2
"CHEMBL8329","test",123.6577,39.72,403.214743788,6,1,4,2
"CHEMBL266709","test",103.0785,41.49,333.172878976,2,2,3,2
"CHEMBL8027","test",115.6657,30.49,425.099041108,3,1,3,2
"CHEMBL8360","test",115.7417,30.49,371.18852904,4,1,3,2
"CHEMBL267940","test",111.5047,21.26,343.19361442,3,1,2,2
"CHEMBL8394","test",113.1947,21.26,363.16568542,3,1,3,2
"CHEMBL8340","test",109.3051,47.28,346.204513452,3,2,3,2
"CHEMBL8209","test",106.1287,45.05,342.173213324,2,1,3,2
"CHEMBL440454","test",110.9604,33.29,346.204513452,3,2,3,2
"CHEMBL7671","test",109.3487,21.26,341.177964356,2,1,2,2
"CHEMBL267670","test",112.1267,30.49,361.204179104,4,1,3,2
"CHEMBL274208","test",114.5177,39.72,377.199093724,4,1,4,2
"CHEMBL8140","test",109.6305,50.72,363.18344366,3,2,4,2
"CHEMBL268239","test",107.3365,41.49,347.18852904,3,2,3,2
"CHEMBL131","test",95.0484,94.83,360.193673996,2,3,5,0
"CHEMBL282650","test",84.662,45.38,300.039105004,1,1,4,2
"CHEMBL717","test",106.435,60.44,386.245709568,3,0,4,0
"CHEMBL28157","test",97.395,36.15,336.109647764,1,1,2,2
"CHEMBL81591","test",112.0528,38.05,388.19509164,3,1,3,3
"CHEMBL310365","test",112.0108,38.05,406.185669828,3,1,3,3
"CHEMBL81397","test",113.7176,58.28,404.19000626,3,2,4,3
"CHEMBL310420","test",116.8038,38.05,402.210741704,4,1,3,3
"CHEMBL312399","test",108.6158,38.05,380.226391768,5,1,3,2
"CHEMBL82546","test",116.7618,38.05,420.201319892,4,1,3,3
"CHEMBL79335","test",106.0888,38.05,366.210741704,5,1,3,2
"CHEMBL311662","test",116.6218,38.05,420.201319892,3,1,3,3
"CHEMBL309243","test",101.4718,38.05,352.19509164,4,1,3,2
"CHEMBL440877","test",135.5038,38.05,458.27334196,5,1,3,3
"CHEMBL419479","test",121.5408,38.05,416.226391768,4,1,3,3
"CHEMBL311034","test",112.0108,38.05,406.185669828,3,1,3,3
"CHEMBL310570","test",114.5408,38.05,408.16716264,3,1,4,3
"CHEMBL312041","test",96.9488,38.05,340.19509164,2,1,3,2
"CHEMBL420767","test",92.3318,38.05,326.179441576,2,1,3,2
"CHEMBL309909","test",113.7176,58.28,404.19000626,3,2,4,3
"CHEMBL79807","test",112.0108,38.05,406.185669828,3,1,3,3
"CHEMBL313062","test",118.5208,47.28,454.1868127,4,1,4,3
"CHEMBL81111","test",117.0628,38.05,422.156119288,3,1,3,3
"CHEMBL83110","test",116.7478,38.05,420.201319892,3,1,3,3
"CHEMBL313400","test",118.5628,47.28,436.196234512,4,1,4,3
"CHEMBL433586","test",95.4874,94.83,378.184252184,1,3,4,0
"CHEMBL1370","test",112.8666,93.06,430.235538808,4,2,6,0
"CHEMBL372684","test",127.4358,38.05,444.16716264,3,1,4,4
"CHEMBL364015","test",109.8058,50.94,407.180918796,3,1,4,3
"CHEMBL363179","test",127.4358,38.05,444.16716264,3,1,4,4
"CHEMBL193404","test",114.9398,38.05,428.112540224,3,1,4,3
"CHEMBL195972","test",127.4358,38.05,444.16716264,3,1,4,4
"CHEMBL363137","test",124.418,75.63,435.240958536,8,2,4,2
"CHEMBL372102","test",134.4493,112.66,490.190400184,8,3,6,4
"CHEMBL197161","test",123.372,75.63,429.194008344,8,2,4,3
"CHEMBL197100","test",129.742,67.79,463.21588666,9,2,5,3
"CHEMBL196237","test",142.072,75.63,485.2566086,9,2,4,3
"CHEMBL196051","test",124.9948,95.86,463.179501152,8,3,5,3
"CHEMBL194745","test",100.9038,95.86,441.119935588,7,3,5,2
"CHEMBL196067","test",99.281,75.63,407.13444278,7,2,4,2
"CHEMBL195021","test",98.9,75.63,353.162708216,6,2,4,2
"CHEMBL196373","test",108.064,75.63,381.194008344,7,2,4,2
"CHEMBL196374","test",110.3583,112.66,468.13083462,7,3,6,3
"CHEMBL194802","test",126.0408,95.86,469.226451344,8,3,5,2
"CHEMBL195962","test",135.4953,112.66,496.237350376,8,3,6,3
"CHEMBL208840","test",125.2335,92.43,488.192292004,7,2,5,3
"CHEMBL211441","test",134.3975,92.43,516.223592132,9,2,5,3
"CHEMBL213453","test",125.2335,92.43,488.192292004,8,2,5,3
"CHEMBL386448","test",123.0495,92.43,486.17664194,7,2,5,3
"CHEMBL210077","test",120.6165,92.43,474.17664194,7,2,5,3
"CHEMBL214336","test",125.1635,92.43,488.192292004,7,2,5,3
"CHEMBL385450","test",129.8505,92.43,502.207942068,9,2,5,3
"CHEMBL377154","test",115.9995,92.43,460.160991876,6,2,5,3
"CHEMBL211266","test",129.7805,92.43,502.207942068,8,2,5,3
"CHEMBL210185","test",127.6665,92.43,500.192292004,7,2,5,3
"CHEMBL208996","test",132.2835,92.43,514.207942068,7,2,5,3
"CHEMBL383890","test",136.9005,92.43,528.223592132,7,2,5,3
"CHEMBL384467","test",99.9444,94.83,392.199902248,2,3,5,0
"CHEMBL216272","test",117.9345,101.66,476.155906496,7,2,6,3
"CHEMBL221044","test",142.6908,77.35,509.22359422,11,1,6,2
"CHEMBL375812","test",129.5558,68.65,463.181729408,9,1,5,3
"CHEMBL243455","test",154.02,71.03,528.208278504,4,2,6,3
"CHEMBL394369","test",130.1883,70.95,447.15042928,3,3,6,3
"CHEMBL395716","test",134.9785,59.95,461.166079344,4,2,6,3
"CHEMBL243469","test",141.0073,80.18,491.176644028,6,3,7,3
"CHEMBL429466","test",142.0272,62.75,528.169448384,6,3,6,3
"CHEMBL395717","test",128.9805,74.51,442.135113564,2,2,6,3
"CHEMBL243656","test",135.2803,70.95,515.137813908,4,3,6,3
"CHEMBL243657","test",155.171,67.79,527.213029536,4,2,6,3
"CHEMBL244535","test",134.27,67.79,459.15042928,3,2,6,3
"CHEMBL397919","test",138.263,83.31,474.161328312,3,3,7,3
"CHEMBL244537","test",134.8993,70.95,461.166079344,3,3,6,3
"CHEMBL244713","test",148.7503,70.95,503.213029536,6,3,6,3
"CHEMBL397920","test",143.4855,72.31,488.176978376,4,2,7,3
"CHEMBL244714","test",148.1025,72.31,502.19262844,5,2,7,3
"CHEMBL244715","test",135.605,77.02,475.1453439,4,2,7,3
"CHEMBL428922","test",148.2075,50.72,485.202464852,4,2,5,3
"CHEMBL233389","test",107.3938,38.05,392.170019764,3,1,3,3
"CHEMBL233390","test",109.9298,38.05,394.151512576,3,1,4,3
"CHEMBL393194","test",105.3128,38.05,380.135862512,3,1,4,3
"CHEMBL411825","test",105.3128,38.05,380.135862512,3,1,4,3
"CHEMBL233789","test",122.8188,38.05,430.151512576,3,1,4,4
"CHEMBL233588","test",122.8188,38.05,430.151512576,3,1,4,4
"CHEMBL439386","test",124.9418,38.05,424.19509164,3,1,3,4
"CHEMBL236201","test",124.9418,38.05,424.19509164,3,1,3,4
"CHEMBL236202","test",117.2078,51.19,414.174356196,3,1,4,4
"CHEMBL392376","test",117.2078,51.19,414.174356196,3,1,4,4
"CHEMBL235365","test",132.2835,92.43,514.207942068,7,2,5,3
"CHEMBL235591","test",110.5618,42.23,415.175913668,5,1,3,3
"CHEMBL393819","test",115.1788,42.23,429.191563732,6,1,3,3
"CHEMBL235799","test",104.3565,36.02,387.180999048,5,2,1,3
"CHEMBL235800","test",108.9735,36.02,401.196649112,6,2,1,3
"CHEMBL236018","test",118.4255,59.81,440.207548144,6,2,2,3
"CHEMBL391942","test",113.6885,59.81,426.19189808,6,2,2,3
"CHEMBL391943","test",106.7685,48.91,402.19189808,6,2,2,3
"CHEMBL398572","test",112.4178,33.12,413.196649112,6,1,2,3
"CHEMBL236853","test",117.4278,33.12,447.15767676,6,1,2,3
"CHEMBL236855","test",124.0848,33.12,453.22794924,6,1,2,3
"CHEMBL237496","test",107.8008,33.12,399.180999048,5,1,2,3
"CHEMBL393920","test",117.2035,45.15,428.207548144,7,2,3,3
"CHEMBL238147","test",121.9405,45.15,442.223198208,7,2,3,3
"CHEMBL236229","test",117.2035,45.15,428.207548144,7,2,3,3
"CHEMBL393349","test",112.5865,45.15,414.19189808,6,2,3,3
"CHEMBL238360","test",117.3235,45.15,428.207548144,6,2,3,3
"CHEMBL393551","test",112.5865,45.15,414.19189808,6,2,3,3
"CHEMBL1473","test",120.8678,80.67,500.184429752,6,1,6,0
"CHEMBL258191","test",104.2154,27.82,338.154976416,1,2,1,3
"CHEMBL1551","test",108.6474,77.76,392.29265976,4,3,3,0
"CHEMBL510868","test",213.3033,186.68,799.478308912,22,7,10,1
"CHEMBL503957","test",210.8728,166.89,797.462658848,19,5,10,1
"CHEMBL452456","test",224.1726,255.71,869.458636088,24,8,11,1
"CHEMBL514185","test",112.6849,92.47,400.14230712,4,2,4,3
"CHEMBL475159","test",100.0377,41.99,346.113984196,3,1,3,3
"CHEMBL474770","test",104.7747,41.99,360.12963426,3,1,3,3
"CHEMBL516386","test",105.9691,85.13,391.099062404,4,1,5,3
"CHEMBL514481","test",105.9691,85.13,391.099062404,4,1,5,3
"CHEMBL472800","test",104.7747,41.99,360.12963426,3,1,3,3
"CHEMBL514455","test",109.5117,41.99,374.145284324,3,1,3,3
"CHEMBL472801","test",104.6547,41.99,360.12963426,4,1,3,3
"CHEMBL474771","test",106.0665,62.22,376.12454888,5,2,4,3
"CHEMBL474965","test",104.818,33.2,360.12963426,3,0,3,3
"CHEMBL515127","test",104.5877,65.78,371.109233164,3,1,4,3
"CHEMBL474966","test",104.5877,65.78,371.109233164,3,1,4,3
"CHEMBL474188","test",107.9017,41.99,424.024496264,3,1,3,3
"CHEMBL514636","test",104.8277,41.99,380.075011844,3,1,3,3
"CHEMBL474189","test",104.6487,41.99,360.12963426,3,1,3,3
"CHEMBL474381","test",96.5114,57.78,329.152812228,3,2,2,3
"CHEMBL515738","test",97.8327,54.88,347.109233164,3,1,4,3
"CHEMBL514646","test",100.0377,41.99,346.113984196,3,1,3,3
"CHEMBL474576","test",100.0377,41.99,346.113984196,3,1,3,3
"CHEMBL514630","test",102.4437,54.88,361.124883228,3,1,4,3
"CHEMBL473801","test",104.5877,65.78,371.109233164,3,1,4,3
"CHEMBL473802","test",104.5877,65.78,371.109233164,3,1,4,3
"CHEMBL517440","test",124.3019,113.48,527.134730124,11,3,6,3
"CHEMBL462282","test",119.2499,113.48,511.164280664,11,3,6,3
"CHEMBL512127","test",132.4017,147.62,571.15125278,12,3,8,3
"CHEMBL461012","test",129.3119,113.48,561.095757772,11,3,6,3
"CHEMBL467633","test",119.2079,113.48,529.154858852,11,3,6,3
"CHEMBL516033","test",132.3597,147.62,589.141830968,12,3,8,3
"CHEMBL519947","test",124.3019,113.48,527.134730124,11,3,6,3
"CHEMBL520750","test",124.2599,113.48,545.125308312,11,3,6,3
"CHEMBL480800","test",124.3019,113.48,527.134730124,11,3,6,3
"CHEMBL479431","test",124.2599,113.48,545.125308312,11,3,6,3
"CHEMBL518451","test",134.3219,113.48,595.05678542,11,3,6,3
"CHEMBL481784","test",122.0969,126.37,528.129979092,11,3,7,3
"CHEMBL520276","test",122.0969,126.37,528.129979092,11,3,7,3
"CHEMBL465919","test",131.1486,129.27,532.184601508,11,4,6,4
"CHEMBL465920","test",109.9636,122.27,501.123558724,10,4,6,3
"CHEMBL464907","test",114.5909,113.48,515.139208788,10,3,6,3
"CHEMBL465927","test",123.8249,113.48,543.170508916,12,3,6,3
"CHEMBL464245","test",119.5089,113.48,547.14543704,12,3,6,3
"CHEMBL517933","test",120.6197,133.71,545.149773472,12,4,7,3
"CHEMBL481185","test",119.2919,113.48,493.173702476,11,3,6,3
"CHEMBL501713","test",151.6162,158.43,578.34548318,12,4,8,0
"CHEMBL524715","test",148.7426,117.97,544.340003876,11,2,6,0
"CHEMBL1676","test",128.6083,93.81,538.163694308,6,1,7,1
"CHEMBL1094231","test",101.4918,38.05,438.055831784,4,1,3,4
"CHEMBL1094208","test",106.5438,38.05,454.026281244,4,1,3,4
"CHEMBL1094209","test",99.3288,50.94,421.060502564,4,1,4,4
"CHEMBL1096467","test",101.1968,61.84,429.090053104,4,1,4,4
"CHEMBL1094514","test",101.2188,38.05,418.1104542,4,1,3,4
"CHEMBL1083487","test",133.4968,55.2,525.113410728,6,0,4,5
"CHEMBL1086115","test",138.1138,55.2,539.129060792,7,0,4,5
"CHEMBL1086116","test",142.7308,55.2,553.144710856,8,0,4,5
"CHEMBL1086260","test",142.7088,55.2,553.144710856,7,0,4,5
"CHEMBL1086261","test",147.3478,55.2,567.16036092,9,0,4,5
"CHEMBL1086484","test",134.1545,63.99,525.113410728,7,1,4,5
"CHEMBL1083709","test",119.1445,63.99,477.113410728,6,1,4,4
"CHEMBL1085958","test",135.3995,73.22,595.080059912,8,1,5,5
"CHEMBL1084013","test",135.2685,73.22,541.108325348,7,1,5,5
"CHEMBL1084014","test",133.7185,63.99,579.085145292,7,1,4,5
"CHEMBL1082780","test",126.5935,63.99,517.0541816,6,1,5,5
"CHEMBL1163598","test",105.9866,72.24,378.137970688,7,1,4,3
"CHEMBL1253819","test",101.3975,58.14,410.161740824,7,2,3,3
"CHEMBL1253898","test",96.5103,69.14,396.14609076,6,3,3,3
"CHEMBL1253899","test",96.5103,69.14,396.14609076,6,3,3,3
"CHEMBL1253986","test",94.8875,48.91,362.160597952,6,2,2,3
"CHEMBL1253987","test",94.8455,48.91,380.15117614,6,2,2,3
"CHEMBL1254080","test",126.8755,58.14,468.202462764,8,2,3,4
"CHEMBL1254173","test",124.6705,71.03,469.197711732,8,2,4,4
"CHEMBL1254264","test",122.4655,83.92,470.1929607,8,2,5,4
"CHEMBL1254265","test",121.9883,69.14,454.1868127,7,3,3,4
"CHEMBL1254419","test",104.0865,58.14,404.171162636,6,2,3,3
"CHEMBL1254494","test",109.0965,58.14,438.132190284,6,2,3,3
"CHEMBL1254651","test",103.6025,45.25,409.166491856,7,2,2,3
"CHEMBL1254990","test",104.0304,77.76,378.277009696,3,3,3,0
"CHEMBL1254991","test",99.4134,77.76,364.261359632,2,3,3,0
"CHEMBL1255075","test",106.6246,64.25,373.298079488,3,2,3,0
"CHEMBL1255076","test",97.3906,64.25,345.26677936,1,2,3,0
"CHEMBL1255080","test",101.3975,58.14,410.161740824,7,2,3,3
"CHEMBL1256102","test",122.2206,40.46,630.180346964,8,2,2,1
"CHEMBL1256103","test",126.8376,40.46,644.195997028,9,2,2,1
"CHEMBL1256104","test",127.1078,29.46,644.195997028,9,1,2,1
"CHEMBL1256105","test",131.7248,29.46,658.211647092,10,1,2,1
"CHEMBL1257167","test",111.9966,40.46,494.205577708,6,2,2,1
"CHEMBL1257168","test",112.2668,29.46,494.205577708,6,1,2,1
"CHEMBL1257284","test",116.8838,29.46,508.221227772,7,1,2,1
"CHEMBL1257453","test",106.9453,65.38,422.161740824,7,3,4,3
"CHEMBL1257454","test",116.5695,54.38,450.193040952,8,2,4,3
"CHEMBL1257572","test",111.6823,65.38,436.177390888,7,3,4,3
"CHEMBL1258783","test",107.3796,40.46,480.189927644,5,2,2,1
"CHEMBL1258901","test",107.3796,40.46,480.189927644,5,2,2,1
"CHEMBL1258902","test",111.9966,40.46,494.205577708,6,2,2,1
"CHEMBL1276308","test",129.4318,40.54,429.26677936,2,1,3,1
"CHEMBL1644754","test",104.6054,44.89,352.134240972,1,2,2,3
"CHEMBL1644755","test",109.2164,44.89,366.149891036,1,2,2,3
"CHEMBL1644756","test",118.3564,44.89,392.1655411,3,2,2,3
"CHEMBL1644757","test",127.5904,44.89,420.196841228,3,2,2,3
"CHEMBL1644759","test",105.6052,48.05,354.149891036,1,3,2,3
"CHEMBL1644760","test",105.6052,48.05,354.149891036,1,3,2,3
"CHEMBL1644761","test",110.2162,48.05,368.1655411,1,3,2,3
"CHEMBL1644765","test",105.6052,48.05,354.149891036,1,3,2,3
"CHEMBL1645392","test",91.4155,98.23,361.109627088,5,1,6,3
"CHEMBL1645393","test",91.8805,72.2,342.103813436,5,1,4,3
"CHEMBL1645394","test",98.4325,81.43,372.11437812,6,1,5,3
"CHEMBL1645395","test",98.3905,81.43,390.104956308,6,1,5,3
"CHEMBL1645396","test",108.8755,55.4,439.021197952,6,1,3,3
"CHEMBL1641638","test",103.1015,81.43,404.120606372,6,1,5,3
"CHEMBL1645397","test",103.1015,81.43,404.120606372,6,1,5,3
"CHEMBL1645398","test",100.9385,94.32,387.125277152,6,1,6,3
"CHEMBL1645399","test",101.0185,94.32,423.106433528,7,1,6,3
"CHEMBL1645400","test",105.6535,118.11,412.12052612,6,1,7,3
"CHEMBL1645401","test",105.3345,73.22,457.108325348,7,1,5,3
"CHEMBL1645402","test",103.1715,86.11,440.112996128,7,1,6,3
"CHEMBL1645403","test",107.8865,109.9,465.108245096,7,1,7,3
"CHEMBL1649686","test",122.1763,69.56,431.3399443,6,3,3,0
"CHEMBL1649687","test",159.3106,64.01,550.413443588,7,2,4,1
"CHEMBL1649688","test",130.4613,72.8,460.366493396,5,3,4,0
"CHEMBL1649689","test",128.4106,70,461.350508984,5,2,4,0
"CHEMBL1649690","test",139.3003,69.56,481.355594364,7,3,3,1
"CHEMBL1649691","test",144.0113,69.56,495.371244428,7,3,3,1
"CHEMBL1649692","test",144.1673,69.56,495.371244428,8,3,3,1
"CHEMBL1682441","test",95.7742,48.05,342.1543697,1,3,2,3
"CHEMBL1762202","test",118.0814,49.41,411.212218924,3,2,3,3
"CHEMBL1762203","test",118.3544,49.41,431.157596508,3,2,3,3
"CHEMBL1762204","test",113.4644,49.41,397.19656886,3,2,3,3
"CHEMBL1762209","test",119.4932,69.64,427.207133544,4,3,4,3
"CHEMBL1760023","test",105.6422,69.64,385.160183352,2,3,4,3
"CHEMBL1762210","test",110.2592,69.64,399.175833416,3,3,4,3
"CHEMBL1800979","test",99.2517,41.99,336.12963426,6,1,3,3
"CHEMBL1800980","test",105.8037,51.22,366.140198944,7,1,4,3
"CHEMBL1800981","test",98.6695,75.11,371.110376036,6,2,5,3
"CHEMBL1800982","test",106.4115,75.11,431.030309916,6,2,5,3
"CHEMBL1800983","test",103.4485,75.11,367.135447912,6,2,5,3
"CHEMBL1800984","test",100.9905,71.45,366.103813436,4,2,5,3
"CHEMBL1800985","test",98.7855,84.34,367.099062404,4,2,6,3
"CHEMBL1800986","test",98.7855,84.34,367.099062404,4,2,6,3
"CHEMBL1800987","test",97.1207,64.11,351.104147784,4,1,5,3
"CHEMBL1801003","test",110.921,79.29,394.135113564,7,2,5,3
"CHEMBL1801004","test",98.7115,75.11,353.119797848,6,2,5,3
"CHEMBL1801005","test",105.6315,86.01,377.119797848,6,2,5,3
"CHEMBL1801006","test",108.6165,62.22,430.035060948,6,2,4,3
"CHEMBL1801007","test",100.8745,62.22,370.115127068,6,2,4,3
"CHEMBL1801008","test",100.8745,62.22,370.115127068,6,2,4,3
"CHEMBL1801009","test",100.8745,62.22,370.115127068,6,2,4,3
"CHEMBL1801010","test",100.8745,62.22,370.115127068,6,2,4,3
"CHEMBL1801011","test",100.9165,62.22,352.12454888,6,2,4,3
"CHEMBL1801012","test",100.9165,62.22,352.12454888,6,2,4,3
"CHEMBL1801013","test",100.9165,62.22,352.12454888,6,2,4,3
"CHEMBL1834533","test",153.2296,93.06,590.247995312,5,2,6,2
"CHEMBL1834534","test",150.4976,102.29,592.227259868,5,2,7,2
"CHEMBL1834535","test",149.4176,93.06,576.232345248,4,2,6,2
"CHEMBL1834536","test",150.0776,105.53,599.269459028,5,2,8,1
"CHEMBL1834537","test",166.3276,93.06,654.192137312,6,2,8,2
"CHEMBL1834538","test",154.8944,113.29,606.242909932,5,3,7,2
"CHEMBL1834539","test",147.7524,148.3,610.212672424,5,3,10,2
"CHEMBL1834540","test",159.9846,93.06,622.220066312,6,2,7,2
"CHEMBL1834541","test",159.9846,93.06,622.220066312,6,2,7,2
"CHEMBL1834542","test",161.6494,113.29,638.214980932,6,3,8,2
"CHEMBL1834543","test",161.6494,113.29,638.214980932,6,3,8,2
"CHEMBL1834544","test",166.6594,113.29,672.17600858,6,3,8,2
"CHEMBL1911144","test",120.3517,77,428.13069688,5,1,6,4
"CHEMBL1911145","test",125.0887,77,442.146346944,5,1,6,4
"CHEMBL1911146","test",125.0887,77,442.146346944,5,1,6,4
"CHEMBL1911147","test",125.0887,77,442.146346944,5,1,6,4
"CHEMBL1911148","test",126.9037,86.23,458.141261564,6,1,7,4
"CHEMBL1911149","test",126.9037,86.23,458.141261564,6,1,7,4
"CHEMBL1911150","test",129.7297,77,456.161997008,6,1,6,4
"CHEMBL1911151","test",134.3467,77,470.177647072,7,1,6,4
"CHEMBL1911152","test",136.1157,86.23,486.172561692,7,1,7,4
"CHEMBL1911153","test",122.0165,97.23,444.1256115,5,2,7,4
"CHEMBL1911154","test",134.6787,80.24,471.17289604,6,1,7,4
"CHEMBL1911155","test",138.0785,111.14,520.123897248,7,1,8,4
"CHEMBL1911156","test",130.3562,94.07,470.141261564,6,1,7,4
"CHEMBL1911157","test",136.0737,86.23,504.16313988,7,1,7,4
"CHEMBL1911158","test",130.3142,94.07,488.131839752,6,1,7,4
"CHEMBL1911159","test",127.311,114.3,472.12052612,6,2,7,4
"CHEMBL1911160","test",128.8696,120.09,471.136510532,6,2,7,4
"CHEMBL1911268","test",133.7419,106.1,485.152160596,7,2,7,4
"CHEMBL1911269","test",133.6999,106.1,503.142738784,7,2,7,4
"CHEMBL1911270","test",138.3692,97.31,499.16781066,7,1,7,4
"CHEMBL1911271","test",138.3692,97.31,499.16781066,7,1,7,4
"CHEMBL1911272","test",138.3272,97.31,517.158388848,7,1,7,4
"CHEMBL1911273","test",142.9862,97.31,513.183460724,8,1,7,4
"CHEMBL1911274","test",142.9442,97.31,531.174038912,8,1,7,4
"CHEMBL1911275","test",147.9962,97.31,547.144488372,8,1,7,4
"CHEMBL1911276","test",150.1062,97.31,539.199110788,7,1,7,4
"CHEMBL1911277","test",150.0642,97.31,557.189688976,7,1,7,4
"CHEMBL1911278","test",147.0742,106.54,541.178375344,7,1,8,4
"CHEMBL1911279","test",147.0322,106.54,559.168953532,7,1,8,4
"CHEMBL1911280","test",145.4472,97.31,543.174038912,7,1,7,4
"CHEMBL1911281","test",145.7772,97.31,579.155195288,7,1,7,4
"CHEMBL1911282","test",150.8292,97.31,595.125644748,7,1,7,4
"CHEMBL1911283","test",140.5742,84.42,498.172561692,7,1,6,4
"CHEMBL1911284","test",138.3692,97.31,499.16781066,7,1,7,4
"CHEMBL1911285","test",136.1642,110.2,500.163059628,7,1,8,4
"CHEMBL1911542","test",103.6025,45.25,409.166491856,7,2,2,3
"CHEMBL1911543","test",103.6025,45.25,409.166491856,7,2,2,3
"CHEMBL1911544","test",103.5605,45.25,427.157070044,7,2,2,3
"CHEMBL1911545","test",108.3395,45.25,423.18214192,7,2,2,3
"CHEMBL1911546","test",108.6045,45.25,477.153876484,8,2,2,3
"CHEMBL1911547","test",108.3175,69.04,434.161740824,7,2,3,3
"CHEMBL1911548","test",108.3395,45.25,423.18214192,7,2,2,3
"CHEMBL1911644","test",108.3175,69.04,434.161740824,7,2,3,3
"CHEMBL1911646","test",103.5605,45.25,427.157070044,7,2,2,3
"CHEMBL1911647","test",108.3395,45.25,423.18214192,7,2,2,3
"CHEMBL1911648","test",108.6045,45.25,477.153876484,8,2,2,3
"CHEMBL1911649","test",108.3175,69.04,434.161740824,7,2,3,3
"CHEMBL1911650","test",108.3175,69.04,434.161740824,7,2,3,3
"CHEMBL1911651","test",103.5605,45.25,427.157070044,7,2,2,3
"CHEMBL1911652","test",108.3395,45.25,423.18214192,7,2,2,3
"CHEMBL1911653","test",108.6045,45.25,477.153876484,8,2,2,3
"CHEMBL1911654","test",108.3175,69.04,434.161740824,7,2,3,3
"CHEMBL1911655","test",106.2915,45.25,403.175913668,6,2,2,3
"CHEMBL1911656","test",106.2495,45.25,421.166491856,6,2,2,3
"CHEMBL1911657","test",111.0285,45.25,417.191563732,6,2,2,3
"CHEMBL1911658","test",113.9915,45.25,481.086425736,6,2,2,3
"CHEMBL1911659","test",111.0065,69.04,428.171162636,6,2,3,3
"CHEMBL1911660","test",119.4013,79.39,481.153463972,7,2,4,3
"CHEMBL1911661","test",124.1163,103.18,506.14871294,7,2,5,3
"CHEMBL1911662","test",124.1163,103.18,506.14871294,7,2,5,3
"CHEMBL1911664","test",124.1163,103.18,506.14871294,7,2,5,3
"CHEMBL1917243","test",138.7496,87.49,529.175678724,4,2,7,2
"CHEMBL1917245","test",143.2026,87.49,541.175678724,4,2,7,2
"CHEMBL1917246","test",143.4816,87.49,559.166256912,4,2,7,2
"CHEMBL1917247","test",147.9476,87.49,557.146128184,4,2,7,2
"CHEMBL1917248","test",142.8536,87.49,523.185100536,4,2,7,2
"CHEMBL1917253","test",154.6943,119.84,589.21342346,7,1,9,3
"CHEMBL1917413","test",152.2733,106.7,583.206229904,7,1,9,2
"CHEMBL1917414","test",160.2113,106.7,603.174929776,7,1,9,3
"CHEMBL1917415","test",162.3343,106.7,597.21850884,7,1,8,3
"CHEMBL1917416","test",147.3603,119.59,562.213757808,7,1,9,2
"CHEMBL2113263","test",143.5508,68.65,505.2286796,11,1,5,3
